侧脑室水平横切面,0
小脑冠状切面,1
中脑导水管水平横切面,2
其他,3
脑中线,4
脉络丛,5
菱脑,6
部分脑中线,7
不清晰的脉络丛,8
丘脑,9
间脑,10
脑干,11
第四脑室,12
颅后窝池,13
三线征,14
中脑,15
中脑导水管,16
小脑,17
