颅骨光环,0
大脑镰,1
丘脑,2
第三脑室,3
侧脑室后角,4
脉络丛,5
大脑外侧裂,6
透明隔腔,7
小脑半球,8
小脑蚓部,9
中脑导水管,10
颅后窝池,11
异常外侧裂,12
