股骨,0
股骨近端骨骺,1
股骨远端骨骺,2
股骨轮廓,3
GUIN,4
GUOUT,5
肱骨,6
肱骨近端骨骺,7
肱骨远端骨骺,8
肱骨轮廓,9
GOIN,10
GOOUT,11
HAND,12
FOOT,13
