胫骨,0
腓骨,1
小腿轮廓,2
胫骨近端骨骺,3
胫骨远端骨骺,4
腓骨近端骨骺,5
腓骨远端骨骺,6
尺骨,7
桡骨,8
手轮廓,9
前臂轮廓,10
尺骨近端骨骺,11
尺骨远端骨骺,12
桡骨近端骨骺,13
桡骨远端骨骺,14
脚轮廓,15
膝关节,16
足跟轮廓,17
